ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,icao_code,iata_code,gps_code,local_code,coordinates
BIKJ,small_airport,Kroksfjard-Arnes Airport,49,EU,IS,IS-4,Kroksfjard-arnes,,,BIKJ,,"65.46700286865234, -21.950000762939453"
BIKL,small_airport,Kirkjubæjarklaustur Airport,66,EU,IS,IS-8,Kirkjubæjarklaustur,,,BIKL,,"63.792685, -18.004684"
BIKP,small_airport,Kópasker Airport,20,EU,IS,IS-6,Kópasker,BIKP,OPA,BIKP,,"66.310799, -16.4667"
BIKR,small_airport,Sauðárkrókur Airport,8,EU,IS,IS-5,Sauðárkrókur,BIKR,SAK,BIKR,,"65.73169708249999, -19.572799682599996"
BIMK,small_airport,Múlakot Airport,272,EU,IS,IS-8,Múlakot,,,BIMK,,"63.71419906616211, -19.879199981689453"
BIMM,small_airport,Melgerðismelar Airport,35,EU,IS,IS-6,Melgerðismelar,,,BIMM,,"65.4832992553711, -18.16670036315918"
BIMS,small_airport,Tungubakkar Airport,5,EU,IS,IS-1,Tungubakkar,,,BIMS,,"64.18109893798828, -21.707799911499023"
BIND,small_airport,Nýjidalur Airport,2625,EU,IS,IS-8,Nýjidalur,,,BIND,,"64.72059631347656, -18.066699981689453"
BINF,small_airport,Norðfjörður Airport,13,EU,IS,IS-7,Norðfjörður,BINF,NOR,BINF,,"65.131897, -13.7464"
BIOF,small_airport,Ólafsfjörður Airport,32,EU,IS,IS-6,Ólafsfjörður,BIOF,OFJ,BIOF,,"66.083298, -18.6667"
BIPA,small_airport,Patreksfjörður Airport,11,EU,IS,IS-4,Patreksfjörður,BIPA,PFJ,BIPA,,"65.555801, -23.965"
BIRE,small_airport,Reykhólar Airport,60,EU,IS,IS-4,Reykhólar,BIRE,RHA,BIRE,,"65.45262908935547, -22.20611572265625"
BIRF,small_airport,Rif Airport,18,EU,IS,IS-3,Rif,BIRF,OLI,BIRF,,"64.9114, -23.823099"
BIRG,small_airport,Raufarhöfn Airport,39,EU,IS,IS-6,Raufarhöfn,BIRG,RFN,BIRG,,"66.406403, -15.9183"
BIRK,medium_airport,Reykjavík Domestic Airport,48,EU,IS,IS-1,Reykjavík,BIRK,RKV,BIRK,,"64.128732, -21.93759"
BIRL,small_airport,Reykjahlíð Airport,1030,EU,IS,IS-6,Myvatn,BIRL,MVA,BIRL,,"65.6558, -16.9181"
BIRS,small_airport,Reykjanes Airport,10,EU,IS,IS-4,Reykjanes,,,BIRS,,"65.91419982910156, -22.42140007019043"
BISA,small_airport,Sandá Airport,1580,EU,IS,IS-5,Sandá,,,BISA,,"65.1343994140625, -19.66309928894043"
BISF,small_airport,Selfoss Airport,45,EU,IS,IS-8,Selfoss,,,BISF,,"63.929199, -21.0378"
BISG,small_airport,Steinasandur Airport,30,EU,IS,IS-7,Kalfatellsstadhur,,,BISG,,"64.16547, -15.91334"
BISH,small_airport,Stora-Holt Airport,100,EU,IS,IS-3,Stora-Holt,,,BISH,,"65.4000015258789, -21.933000564575195"
BISI,medium_airport,Siglufjörður Airport,10,EU,IS,IS-6,Siglufjörður,BISI,SIJ,BISI,,"66.137847, -18.908157"
BISK,small_airport,Skógasandur Airport,130,EU,IS,IS-8,Skógar,,,BISK,,"63.5172, -19.489201"
BISN,small_airport,Svínafell Airport,60,EU,IS,IS-7,Svínafell,,,BISN,,"64.384723, -15.371935"
BISP,small_airport,Sprengisandur Airport,2050,EU,IS,IS-8,Sprengisandur,,,BISP,,"64.6541976928711, -18.49690055847168"
BISR,small_airport,Stórikroppur Airport,165,EU,IS,IS-3,Stórikroppur,,,BISR,,"64.6343994140625, -21.487499237060547"
BISS,small_airport,Sandskeið Airport,600,EU,IS,IS-1,Sandskeið,,,BISS,,"64.06079864501953, -21.57469940185547"
BIST,small_airport,Stykkishólmur Airport,42,EU,IS,IS-3,Stykkishólmur,BIST,SYK,BIST,,"65.058851, -22.764616"
BISV,small_airport,Skálavatn Airport,2000,EU,IS,IS-8,Skálavatn,,,BISV,,"64.11579895019531, -18.783300399780273"
BITE,small_airport,Þingeyri Airport,65,EU,IS,IS-4,Þingeyri,BITE,TEY,BITE,,"65.8703, -23.559999"
BITM,small_airport,Þórsmörk Airport,600,EU,IS,IS-8,Þórsmörk,,,BITM,,"63.689998626708984, -19.563100814819336"
BITN,small_airport,Þórshöfn Airport,65,EU,IS,IS-6,Þórshöfn,BITN,THO,BITN,,"66.218498, -15.3356"
BITO,small_airport,Thorisos Airport,1840,EU,IS,IS-8,Thorisos,,,BITO,,"64.354373, -18.836514"
BIVA,small_airport,Vatnsnes Airport,,EU,IS,IS-8,Vatnsnes,,,BIVA,,"64.03309631347656, -20.651100158691406"
BIVH,small_airport,Varmahlid Airport,27,EU,IS,IS-5,Varmahlid,,,BIVH,,"65.55694580078125, -19.428056716918945"
BIVI,small_airport,Vík Airport,100,EU,IS,IS-8,Vík,,,BIVI,,"63.42169952392578, -18.8882999420166"
BIVM,medium_airport,Vestmannaeyjar Airport,326,EU,IS,IS-8,Vestmannaeyjar,BIVM,VEY,BIVM,,"63.42430114746094, -20.278900146484375"
BIVO,small_airport,Vopnafjörður Airport,16,EU,IS,IS-7,Vopnafjörður,BIVO,VPN,BIVO,,"65.720596, -14.8506"
BJ-0001,small_airport,Tankaro Airport,,AF,BJ,BJ-BO,Parakou,,,,,"9.391186, 2.507311"
BJE,small_airport,Baleela Airport,1690,AF,SD,SD-13,Baleela Base Camp,,BJE,,,"11.199444444400001, 28.5230555556"
BJQ,small_airport,Bahja Airport,515,AS,OM,OM-WU,Bahja,,BJQ,,,"19.8730555556, 56.067777777799996"
BJT,seaplane_base,Bentota River Waterdrome,,AS,LK,LK-1,Bentota,,BJT,,,"6.431, 79.996"
BKPR,medium_airport,Priština Adem Jashari International Airport,1789,EU,XK,XK-01,Prishtina,BKPR,PRN,BKPR,,"42.5728, 21.035801"
BKVR,heliport,Vali Ranch Heliport,2168,EU,XK,XK-06,Përlepnice,,,BKVR,,"42.513732, 21.534508"
BLM,small_airport,Muñoz Landing Airstrip,33,NA,MX,MX-BCN,San Quintín,,,,BLM,"28.891952, -113.528724"
BM-0001,closed,RNAS Boaz Island,,NA,BM,BM-U-A,Sandys,,,,,"32.320801, -64.841103"
BM-0002,closed,Naval Air Station Bermuda Annex,,NA,BM,BM-U-A,Sandys,,,,,"32.269871, -64.851616"
BM-0003,closed,Darrell's Island Seaplane Base,,NA,BM,BM-U-A,Warwick,,,,,"32.27513, -64.81915"
BMQ,small_airport,Bamburi Airport,52,AF,KE,KE-300,Bamburi,,BMQ,HKBM,,"-3.983363, 39.730982"
BN-0001,heliport,Istana Nurul Iman Heliport,,AS,BN,BN-BM,Bandar Seri Begawan,,,,,"4.872524, 114.921956"
BN-0002,heliport,Tumasek Heliport,,AS,BN,BN-BM,Bandar Seri Begawan,,,,,"4.877107, 114.926715"
BN-0003,heliport,Pulau Muara Besar Heliport,,AS,BN,BN-BM,Pulau Muara Besar,,,,,"5.006128, 115.088457"
BN-0004,heliport,Muara Heliport,,AS,BN,BN-BM,Muara,,,,,"5.035629, 115.089139"
BN-0005,heliport,RIPAS Hospital Heliport,,AS,BN,BN-BM,Bandar Seri Begawan,,,,,"4.895136, 114.933612"
BN-0006,heliport,Ulu Ulu Resort Heliport,,AS,BN,BN-TE,Ulu Ulu,,,,,"4.554246, 115.154487"
BN-0007,heliport,Bangar Heliport,,AS,BN,BN-TE,Bangar,,,,,"4.708963, 115.075272"
BN-0008,heliport,Sengkurong Heliport,,AS,BN,BN-BM,Sengkurong,,,,,"4.941359, 114.821"
BN-0009,heliport,Tutong Heliport,,AS,BN,BN-TU,Tutong,,,,,"4.819815, 114.667712"
BN-0010,heliport,Kuala Belait Heliport,,AS,BN,BN-BE,Kuala Belait,,,,,"4.588976, 114.188284"
BN-0011,heliport,Medicina Lines Heliport,10,AS,BN,BN-BE,Seria,,,WBML,,"4.608473, 114.327288"
BN-0012,heliport,Seria Hospital Heliport,,AS,BN,BN-BE,Seria,,,,,"4.609976, 114.304473"
BN-0013,heliport,Shell Panaga Heliport,,AS,BN,BN-BE,Panaga,,,,,"4.607876, 114.291313"
BN-0014,heliport,Suri Seri Begawan Hospital Heliport,7,AS,BN,BN-BE,Kuala Belait,,,,,"4.58448, 114.1994"
BNF,seaplane_base,Baranof Warm Springs Float and Seaplane Base,0,NA,US,US-AK,Baranof,,BNF,,BNF,"57.088799, -134.833146"
BNV,small_airport,Boana Airport,2950,OC,PG,PG-MPL,Boana,,BNV,,,"-6.426631, 146.826697"
BO-0003,small_airport,San Juan de Beni Airport,487,SA,BO,BO-B,Puerto Leigue,,,,,"-14.2626, -64.8721"
BO-0004,small_airport,Puerto Ustarez Airport,478,SA,BO,BO-B,Puerto Ustarez,,,,,"-12.3431, -64.5205"
BO-0005,small_airport,Mayo Mayo Airport,499,SA,BO,BO-B,Santa Rosa de Vigo,,,,,"-12.2974, -65.0986"
BO-0006,small_airport,El Mojar Airport,486,SA,BO,BO-B,El Mojar,,,,,"-12.4274, -65.5061"
BO-0007,small_airport,El Tacuaral,500,SA,BO,BO-B,El Tacuaral,,,,,"-14.0807, -65.658"
BO-0008,small_airport,Camiare Airport,493,SA,BO,BO-B,Camiare,,,,,"-13.9698, -65.6699"
BO-0009,small_airport,Saipiru Airport,2039,SA,BO,BO-S,Cordillera,,,,,"-19.3911991119, -63.072101593"
BO-0010,small_airport,Buen Jesus Airport,,SA,BO,BO-B,Buen Jesus,,,,,"-13.657813, -62.801874"
BO-0011,small_airport,Tres Personas Airport,,SA,BO,BO-S,Tres Personas,,,,,"-14.130654, -61.820904"
BO-0012,small_airport,Ibibobo Airport,,SA,BO,BO-T,Ibibobo,,,,,"-21.532782, -62.971537"
BO-0013,small_airport,Loreto Airport,534,SA,BO,BO-B,Loreto,,,,,"-15.190029, -64.757926"
BO-0014,small_airport,Espiritu Airstrip,,SA,BO,BO-S,Espiritu,,,,,"-16.226916, -60.546454"
BO-0015,small_airport,Nueva Esperanza Airport,344,SA,BO,BO-N,Nueva Esperanza,,,,,"-10.05245, -65.33933"
BO-0016,heliport,Villa Alota Heliport,,SA,BO,BO-P,Villa Alota,,,,,"-21.40185, -67.59456"
BO-0017,heliport,Culpina K Heliport,,SA,BO,BO-P,Culpina K,,,,,"-21.26314, -67.22413"
BO-0018,small_airport,Carol Marghata Airport,885,SA,BO,BO-S,,,,SLCH,,"-17.43685, -62.34296"
BO-0019,small_airport,Pepinalito Airstrip,8136,SA,BO,BO-H,Redención Pampa,,,,,"-18.839831, -64.620142"
BO-0020,closed,Abapó Airport,2752,SA,BO,BO-S,Abapó,,,,,"-18.63447, -62.936735"
BO-0021,small_airport,San Juan Estancias Airport,820,SA,BO,BO-B,Cercado,,,,SLJN,"-14.162648, -64.759276"
BO-BVL,small_airport,Baures Airport,470,SA,BO,BO-B,Baures,,BVL,SLBA,,"-13.654426, -63.704718"
BOV,small_airport,Boang Airport,85,OC,PG,PG-NIK,Boang Island,,BOV,,BOG,"-3.3834, 153.2812"
BQ-0001,closed,Old Flamingo Airport,,NA,BQ,BQ-BO,Kralendijk,,,,,"12.18637, -68.26484"
BQV,seaplane_base,Bartlett Cove Seaplane Base,,NA,US,US-AK,Gustavus,,BQV,BQV,BQV,"58.4552, -135.884995"
BR-0001,small_airport,Tatamborá Flying Field,500,SA,BR,BR-SP,"Ponta da Sela, Ilhabela",,,,,"-23.888048, -45.446824"
BR-0002,closed,Alegrete,,SA,BR,BR-RS,,,,,,"-29.800277709960938, -55.76305389404297"
BR-0003,closed,Fazenda Cana Brava,,SA,BR,BR-BA,,,,,,"-17.418399810791016, -39.5817985534668"
BR-0004,closed,Fazenda Sao Judas Tadeu,,SA,BR,BR-RO,,,,,,"-12.617799758911133, -60.90079879760742"
BR-0005,closed,Iguatemi,,SA,BR,BR-MS,,,,,,"-23.63290023803711, -54.62969970703125"
BR-0006,closed,Ilha Solteira,974,SA,BR,BR-SP,,,,,,"-20.4217, -51.331402"
BR-0007,closed,Irati,,SA,BR,BR-PR,,,,,,"-25.503889083862305, -50.65388870239258"
BR-0008,closed,Planura,,SA,BR,BR-MG,,,,,,"-20.124399185180664, -48.69969940185547"
BR-0009,closed,Ponta do Costa Airport,3,SA,BR,BR-RJ,Cabo Frio,,,,,"-22.871901, -42.082802"
BR-0010,closed,Senhor Do Bonfim,,SA,BR,BR-BA,,,,,,"-10.47029972076416, -40.18280029296875"
BR-0011,closed,Edmar Ferreira,1476,SA,BR,BR-GO,Buriti Alegre,,,,,"-18.25749969482422, -48.90800094604492"
BR-0012,closed,Maisa Airport,262,SA,BR,BR-RN,Mossoró,,,,,"-5.02254, -37.5159"
BR-0013,closed,Fazenda Campo Oliva - Nhecolândia,425,SA,BR,BR-MS,Corumbá,,,,,"-18.500999, -55.450298"
BR-0014,closed,Nova Jacuí Airport,1070,SA,BR,BR-RS,Salto do Jacuí,,,,,"-29.118055555599998, -53.215833333300004"
BR-0015,closed,Tucumã Airport,1060,SA,BR,BR-PA,Tucumã,,,,,"-6.7488, -51.1478"
BR-0016,small_airport,Alexânia Municipal Airport,3590,SA,BR,BR-GO,Alexânia,,,,,"-16.06185, -48.5294"
BR-0017,heliport,Guarulhos - Sao Paulo Airport Marriott Heliport,,SA,BR,BR-SP,,,,,,"-23.4557270361, -46.4917990565"
BR-0018,heliport,Fasano Hotel Heliport,,SA,BR,BR-SP,,,,,,"-23.3322077122, -47.5599431992"
BR-0019,heliport,Fazenda Boa Vista Heliport,1877,SA,BR,BR-SP,Porto Feliz,,,SJBM,SP0598,"-23.361168, -47.568752"
BR-0020,heliport,Semp Toshiba Jordanésia Heliport,2421,SA,BR,BR-SP,Cajamar,,,SSZJ,SP0793,"-23.331697, -46.837288"
BR-0021,heliport,Praia Grande Heliport,52,SA,BR,BR-ES,Fundão,,,SWUM,ES0024,"-20.037825, -40.17903"
BR-0022,small_airport,Fazenda Vale Verde,883,SA,BR,BR-MT,Nova Bandeirantes,,,,,"-10.256456, -58.259247"
BR-0023,small_airport,Bonfim Airport,296,SA,BR,BR-RR,Bonfim,,,,,"3.3621, -59.8239"
BR-0024,small_airport,Fazenda Montenegro Airport,27,SA,BR,BR-PA,Chaves,,,,,"-0.2525, -49.52"
BR-0025,small_airport,Punto do Carmo Airport,50,SA,BR,BR-PA,Chaves,,,,,"-0.218, -49.764"
BR-0026,small_airport,Afuá Municipal Airport,6,SA,BR,BR-PA,Afuá,,,,,"-0.1581, -50.3881"
BR-0027,small_airport,Anajás Airport,15,SA,BR,BR-PA,Anajás,,,,,"-0.9852, -49.939"
BR-0028,small_airport,Povoado Airport,27,SA,BR,BR-PA,Salvaterra,,,,,"-0.7687, -48.5278"
BR-0029,closed,Campo Limpo Airport,110,SA,BR,BR-PA,Santo Antônio,,,,,"-0.963, -47.3542"
BR-0030,closed,Cametá Airport,40,SA,BR,BR-PA,Cametá,,,,,"-2.2426, -49.5074"
BR-0031,small_airport,19P12 Airstrip,1500,SA,BR,BR-PI,Anisio de Abreu,,,,,"-9.1736, -43.0513"
BR-0032,small_airport,São Domingos Airstrip,2375,SA,BR,BR-GO,São Domingos,,,,,"-13.4121, -46.2983"
BR-0033,small_airport,Divinópolis de Goiás Airport,2105,SA,BR,BR-GO,Divinópolis de Goiás,,,,,"-13.2956, -46.379"
BR-0034,small_airport,Itajá Airstrip,1590,SA,BR,BR-GO,Itajá,,,,,"-19.068, -51.53"
BR-0035,small_airport,Aporé Airstrip,1880,SA,BR,BR-GO,Aporé,,,,,"-18.94, -51.923"
BR-0036,closed,Cedrolândia Airport,115,SA,BR,BR-PA,Senador José Porfírio,,,,,"-2.53889, -51.946701"
BR-0037,small_airport,Fazenda Primavera,2053,SA,BR,BR-GO,Aporé,,,,,"-18.8333, -52.059"
BR-0038,small_airport,Itaruma Airport,1698,SA,BR,BR-GO,Itaruma,,,,,"-18.7807, -51.3587"
BR-0039,small_airport,Cachoeira Alta Airport,1750,SA,BR,BR-GO,Cachoeira Alta,,,,,"-18.7872, -50.9365"
BR-0040,small_airport,Aerocéu Aviação Agrícola Airport,2749,SA,BR,BR-GO,Chapadão do Céu,,,SJAV,GO0067,"-18.38829, -52.653599"
BR-0041,closed,Old Rondonópolis Airport,1047,SA,BR,BR-MT,Rondonópolis,,,,,"-16.446199417114, -54.664199829102"
BR-0042,small_airport,Fazenda Santa Rita Airport,940,SA,BR,BR-GO,Itapirapuã,,,,,"-15.3751, -51.045702"
BR-0043,small_airport,Taxi Aero Airstrip,713,SA,BR,BR-GO,São Miguel do Araguaia,,,,,"-13.1546, -50.593"
BR-0044,small_airport,Vila Isabel Airstrip,720,SA,BR,BR-GO,São Miguel do Araguaia,,,,,"-13.2133, -50.5657"
BR-0045,small_airport,Fazenda São Miguel Airstrip,715,SA,BR,BR-GO,São Miguel do Araguaia,,,,,"-13.2912, -50.5468"
BR-0046,small_airport,Novo Planalto Airport,1025,SA,BR,BR-GO,Novo Planalto,,,,,"-13.2391, -49.5138"
BR-0047,small_airport,Teresina de Goiás Airport,2625,SA,BR,BR-GO,Teresina de Goiás,,,,,"-13.7782, -47.282"
BR-0048,closed,Caçu Airport,1889,SA,BR,BR-GO,Caçu,,,,,"-18.5748, -51.1607"
BR-0049,small_airport,Fazenda Vale do Sol Airport,2523,SA,BR,BR-MS,Serranópolis,,,SJ4Q,GO0329,"-18.2887, -51.9412"
BR-0050,small_airport,Portelândia Airstrip,2905,SA,BR,BR-GO,Portelândia,,,,,"-17.3494, -52.6632"
BR-0051,small_airport,Baliza Airport,1292,SA,BR,BR-GO,Baliza,,,,,"-16.1997, -52.5261"
BR-0052,small_airport,Bom Jardim de Goiás Airport,1378,SA,BR,BR-GO,Bom Jardim de Goiás,,,,,"-16.2058, -52.1627"
BR-0053,small_airport,Piranhas Airport,1278,SA,BR,BR-GO,Piranhas,,,,,"-16.4406, -51.7742"
BR-0054,small_airport,Caiapônia Airport,2488,SA,BR,BR-GO,Caiapônia,,,,,"-16.9693, -51.8233"
BR-0055,small_airport,Tesouro Airport,1487,SA,BR,BR-MT,Tesouro,,,,,"-16.0734, -53.5692"
BR-0056,small_airport,Guiratinga Airport,1785,SA,BR,BR-MT,Guiratinga,,,,,"-16.283479, -53.770679"
BR-0057,small_airport,Guiratinga 2 Airport,1770,SA,BR,BR-MT,Guiratinga,,,,,"-16.3482, -53.7786"
BR-0058,small_airport,Torixoréu Northwest Airport,1325,SA,BR,BR-MT,Torixoréu,,,,,"-16.1753, -52.5761"
BR-0059,small_airport,Anicuns Airport,2450,SA,BR,BR-GO,Anicuns,,,,,"-16.4468, -49.9711"
BR-0060,small_airport,Arenópolis Airstrip,1453,SA,BR,BR-GO,Arenópolis,,,,,"-16.3833, -51.5803"
BR-0061,small_airport,Fazenda Água Fria Airfield,570,SA,BR,BR-PA,Xinguara,,,SDOX,PA0034,"-7.0161, -49.366"
BR-0062,small_airport,Banaer Airport,98,SA,BR,BR-SP,Sete Barras,,,SDOS,SP0132,"-24.419054, -47.869082"
BR-0063,small_airport,Luiz Ribeiro Maia Airport,167,SA,BR,BR-AM,Tapauá,,,SDLR,AM0030,"-5.636109, -63.185731"
BR-0064,small_airport,Santo Antônio do Içá Airport,,SA,BR,BR-AM,Santo Antônio do Içá,,,,,"-3.084476, -67.958457"
BR-0065,small_airport,Anori Airport,82,SA,BR,BR-AM,Anori,,,,AG5683,"-3.725643, -61.667054"
BR-0066,small_airport,Fordlândia Airport,,SA,BR,BR-PA,Fordlândia,,,,,"-3.791178, -55.470674"
BR-0067,small_airport,Linha-dura Airport,,SA,BR,BR-PA,Medicilândia,,,,,"-3.515242, -53.486152"
BR-0068,small_airport,Medicilândia Airport,,SA,BR,BR-PA,Medicilândia,,,,,"-3.400857, -52.95263"
BR-0069,small_airport,São Luiz Airport,,SA,BR,BR-RR,São Luiz,,,,,"1.01821, -60.026079"
BR-0070,small_airport,Presidente Figueiredo Airport,,SA,BR,BR-AM,Presidente Figueiredo,,,,,"-1.989875, -60.148936"
BR-0071,small_airport,Itapiranga Airport,,SA,BR,BR-AM,Itapiranga,,,,,"-2.736772, -58.026525"
BR-0072,small_airport,Faro Airport,,SA,BR,BR-PA,Faro,,,,,"-2.131061, -56.732522"
BR-0073,small_airport,Curuai Airport,,SA,BR,BR-PA,Curuai,,,,,"-2.289123, -55.477823"
BR-0074,small_airport,Alta Floresta D'Oeste Airport,,SA,BR,BR-RO,Alta Floresta D'Oeste,,,,,"-11.919358, -61.97612"
BR-0075,small_airport,Rolim de Moura Airport,709,SA,BR,BR-RO,Rolim de Moura,,,SWBS,RO0028,"-11.655585, -61.775907"
BR-0076,small_airport,São Miguel do Guaporé Airport,,SA,BR,BR-RO,São Miguel do Guaporé,,,,,"-11.703, -62.679631"
BR-0077,small_airport,Rondolândia Airport,,SA,BR,BR-MT,Rondolândia,,,,,"-10.861378, -61.495263"
BR-0078,small_airport,Jaru Airport,,SA,BR,BR-RO,Jaru,,,,,"-10.359504, -62.46073"
BR-0079,small_airport,Extrema Airport,,SA,BR,BR-RO,Extrema,,,,,"-9.771308, -66.331287"
BR-0080,small_airport,Colorado do Oeste Airport,,SA,BR,BR-RO,Colorado do Oeste,,,,,"-13.113405, -60.524276"
BR-0081,small_airport,Cerejeiras Airport,,SA,BR,BR-RO,Cerejeiras,,,,,"-13.183366, -60.839676"
BR-0082,small_airport,Pimenteiras do Oeste Airport,,SA,BR,BR-RO,Pimenteiras do Oeste,,,,,"-13.475905, -61.035152"
BR-0083,small_airport,Associação Aerodesportivo de Espigão d'Oeste Airport,840,SA,BR,BR-RO,Espigão d'Oeste,,,SJE6,RO0088,"-11.547936, -61.022681"
BR-0084,small_airport,Pixaim Airport,,SA,BR,BR-MT,Pixaim,,,,,"-16.741401, -56.836628"
BR-0085,small_airport,Nova Mamoré Airport,,SA,BR,BR-RO,Nova Mamoré,,,,,"-10.399912, -65.347213"
BR-0086,small_airport,Aeroclube de Buritis Airport,,SA,BR,BR-RO,Buritis,,,SJ3R,RO0056,"-10.206737, -63.854913"
BR-0087,small_airport,Guaraí Airport,,SA,BR,BR-TO,Guaraí,,,,,"-8.871896, -48.501531"
BR-0088,small_airport,Presidente Kennedy Airport,,SA,BR,BR-TO,Presidente Kennedy,,,,,"-8.544268, -48.508229"
BR-0089,small_airport,Brasilândia do Tocantins Airport,,SA,BR,BR-TO,Brasilândia do Tocantins,,,,,"-8.38962, -48.490579"
BR-0090,small_airport,Colinas do Tocantins Airport,,SA,BR,BR-TO,Colinas do Tocantins,,,,,"-8.143634, -48.478337"
BR-0091,small_airport,Nova Olinda Airport,,SA,BR,BR-TO,Nova Olinda,,,,,"-7.623877, -48.411781"
BR-0092,heliport,Porto Franco Heliport,,SA,BR,BR-MA,Porto Franco,,,,,"-6.446777, -47.404796"
BR-0093,small_airport,Tocantinópolis Airport,791,SA,BR,BR-TO,Tocantinópolis,,,SDC9,TO0095,"-6.333432, -47.471938"
BR-0094,heliport,Condomínio Guaporé II Heliport,2082,SA,BR,BR-SP,Ribeirão Preto,,,SDAL,SP0289,"-21.226647, -47.782073"
BR-0095,small_airport,Fazenda Curitiba Airport,2682,SA,BR,BR-BA,Correntina,,,,,"-13.7029, -45.6121"
BR-0096,small_airport,Fazenda Agrovera Airport,1178,SA,BR,BR-MT,Porto dos Gaúchos,,,SDAR,MT0030,"-11.872098, -56.277013"
BR-0097,small_airport,Fazenda Santa Lucia Airport,712,SA,BR,BR-PA,Santa Maria das Barreiras,,,SDAY,PA0032,"-8.922531, -50.348346"
BR-0098,small_airport,Brasnorte Airport,1060,SA,BR,BR-MT,Brasnorte,,,SDNB,MT0044,"-12.099274, -58.001527"
BR-0099,small_airport,Brianorte Airport,,SA,BR,BR-MT,Brianorte,,,,,"-12.279135, -57.342796"
BR-0100,small_airport,Montes Altos Airport,,SA,BR,BR-MA,Montes Altos,,,,,"-5.838959, -47.058035"
BR-0101,small_airport,Amarante do Maranhão Airstrip,,SA,BR,BR-MA,Amarante do Maranhão,,,,,"-5.5829, -46.741288"
BR-0102,small_airport,Vitorino Freire Airport,,SA,BR,BR-MA,Vitorino Freire,,,,,"-4.251292, -45.233199"
BR-0103,small_airport,Zé Doca Airport,,SA,BR,BR-MA,Zé Doca,,,,,"-3.263659, -45.66214"
BR-0104,small_airport,Vargem Grande Airstrip,,SA,BR,BR-MA,Vargem Grande,,,,,"-3.53481, -43.9239"
BR-0105,small_airport,Chapadinha Airport,354,SA,BR,BR-MA,Chapadinha,,,,MA0086,"-3.748136, -43.31068"
BR-0106,small_airport,Esperantina Airport,,SA,BR,BR-PI,Esperantina,,,,,"-3.896953, -42.260735"
BR-0107,small_airport,Santa Quitéria do Maranhão Airport,,SA,BR,BR-MA,Santa Quitéria do Maranhão,,,,,"-3.498477, -42.615958"
BR-0108,small_airport,Piripiri Airport,561,SA,BR,BR-PI,Piripiri,,,SWAY,PI0068,"-4.335206, -41.768978"
BR-0109,closed,Santa Quitéria Airport,657,SA,BR,BR-CE,Santa Quitéria,,,,,"-4.332152, -40.142722"
BR-0110,small_airport,Taiobeiras Municipal Airport,2631,SA,BR,BR-MG,Taiobeiras,,,SITA,MG0109,"-15.77619, -42.193654"
BR-0111,small_airport,Castanheira Airport,,SA,BR,BR-MT,Castanheira,,,,,"-11.135194, -58.599106"
BR-0112,small_airport,Colniza Airport,525,SA,BR,BR-MT,Colniza,,,SIXZ,MT0152,"-9.446215, -59.199477"
BR-0113,small_airport,Machadinho d'Oeste Airport,427,SA,BR,BR-RO,Machadinho d'Oeste,,,SI7E,RO0061,"-9.40307, -62.006018"
BR-0114,closed,Cunatama Airport,184,SA,BR,BR-AM,Cunatama,,,,,"-6.529527, -64.383895"
BR-0115,small_airport,Lagoa Nova Airport,,SA,BR,BR-RN,Lagoa Nova,,,,,"-6.038857, -36.454737"
BR-0116,small_airport,Santa Cruz Airport,,SA,BR,BR-RN,Santa Cruz,,,,,"-6.276513, -36.034278"
BR-0117,small_airport,Fazenda São Paulo dos Palmares Airport,2814,SA,BR,BR-SP,Timburi,,,SDEB,SP0091,"-23.270862, -49.546126"
BR-0118,small_airport,Vila Operária Airport,,SA,BR,BR-MT,Dom Aquino,,,,,"-15.82961, -54.933281"
BR-0119,small_airport,Ponte Branca Airport,,SA,BR,BR-MT,Ponte Branca,,,,,"-16.754234, -52.84266"
BR-0120,small_airport,Ribeirãozinho Airport,,SA,BR,BR-MT,Ribeirãozinho,,,,,"-16.492659, -52.700786"
BR-0121,small_airport,Bom Despacho Airport,2411,SA,BR,BR-MG,Bom Despacho,,,SNGQ,MG0148,"-19.687863, -45.269677"
BR-0122,small_airport,Old Vacaria Airport,3215,SA,BR,BR-RS,Vacaria,,,,,"-28.509722, -50.918331"
BR-0123,closed,Fazenda Barra do Traitu Airport,1345,SA,BR,BR-SP,Araçatuba,,,,,"-21.246944, -50.490276"
BR-0124,small_airport,Boa Vista Airport,3845,SA,BR,BR-MG,Patrocínio,,,SDBJ,MG0079,"-18.757635, -46.97078"
BR-0125,small_airport,Francisco Lazaro da Silveira Airport,3209,SA,BR,BR-MG,Coromandel,,,SIWH,MG0115,"-18.480246, -47.223786"
BR-0126,small_airport,San Antonio Airport,,SA,BR,BR-GO,São Luís de Montes Belos,,,,,"-16.547606, -50.418487"
BR-0127,small_airport,Ivolândia Airport,,SA,BR,BR-GO,Ivolândia,,,,,"-16.602639, -50.828542"
BR-0128,heliport,Haras São Pedro do Alto Heliport,2057,SA,BR,BR-SP,Porto Feliz,,,SDBT,SP0301,"-23.272781, -47.556164"
BR-0129,heliport,Zimba D. Pedro I Heliport,2632,SA,BR,BR-SP,Itatiba,,,SDZM,SDZM,"-23.033789, -46.733592"
